PCB names,FreeRouting,,,,PcbRouter,,,,RL-MCTS,,,,Original solution,,,
Brushless_ESC_Brushless_ESC,Yes,1419.4227818124912,21,357.2,Yes,1140.1394154210914,96,14.0,,,,,,,,
C-BISCUIT_buck-reg-5v,Yes,443.348757,1,20.52,Yes,357.8405351926022,11,4.0,,,,,,,,
C-BISCUIT_crowbar,Yes,136.374126,1,2.21,No,,,,,,,,,,,
CAL430FR_CAL430F,Yes,1107.95768,58,4464.87,Yes,1485.427328722642,191,70.0,,,,,,,,
CAL430FR_CAL430F_watch,Yes,355.0264926,0,5.44,Yes,365.62078986699356,5,2.0,,,,,,,,
CANadapter_CANadapter,Yes,588.6226789022181,8,2.63,No,,,,,,,,,,,
CATS_PiHat_v2,No,,,,Yes,1260.980181675043,42,12.0,,,,,,,,
CPU-Power-Supply-Mod_CPU_Power_Supply_Mod,Yes,2019.593434,0,11.78,No,,,,,,,,,,,
Camera-Modules_LG-G2-Camera-Shim,No,,,,Yes,199.44984216630112,26,15.0,,,,,,,,
Camera-Modules_LG-G2-G3-13M-Breakout,Yes,755.869765,11,15.57,Yes,740.7852191708329,12,16.0,,,,,,,,
CapPCB_CapPcb,Yes,72.18391713,0,0.72,Yes,93.81418525125989,0,5.0,,,,,,,,
Cherry-Mx-Bitboard_Cherry Mx Bitboard,Yes,68.7644,0,0.31,No,,,,,,,,,,,
ChirpHardware_chirp,Yes,769.6965178,13,114.55,No,,,,,,,,,,,
Class_D_Amp_class_D_ampl,No,,,,Yes,1837.1979683034194,75,714.0,,,,,,,,
CompactFlashBreakout_CompactFlashBreakout,Yes,453.1235514900065,11,51.46,Yes,404.6130308323477,27,46.0,,,,,,,,
CoreOne-xCORE200-Original_CoreOne,No,,,,No,,,,,,,,,,,
CubeSAT-Reaction-Wheel_Edison_Motor_Servo,Yes,115.7301748,0,0.75,Yes,113.15138762161206,0,0.1,,,,,,,,
CubeSAT-Reaction-Wheel__autosave-GPIO to motor,Yes,642.3816183353223,2,5.4799999999999995,No,,,,,,,,,,,
Curryboard_Curryboard,Yes,1989.639789,37,2306.8,No,,,,,,,,,,,
DAC-ADAU1966_DAC-ADAU1966,Yes,3850.823928,22,4020.69,No,,,,,,,,,,,
DA_Lamp_attiny44a_servo_i2c,Yes,200.69076517755434,2,3.38,Yes,168.78901832876443,15,1.0,,,,,,,,
DC25_DC25,Yes,1430.714576,14,45.77,No,,,,,,,,,,,
DIYDAC_DIYDAC,Yes,70.41306745,0,0.66,Yes,67.38528137423859,0,0.1,,,,,,,,
DPS-1200FB_Adapter_Adapter,Yes,800.4836327,0,11.559999999999999,Yes,797.3687313328419,0,21.0,,,,,,,,
DSKY-alarm-panel-replica_DSKY_alarm,Yes,2577.1979996851665,31,25.95,Yes,2205.518306249787,115,116.0,,,,,,,,
DSP-ADAU1452_DSP-ADAU1452,No,,,,No,,,,,,,,,,,
DaWeather---Project__autosave-CarteDaWeather,Yes,582.578,0,0.61,Yes,616.1407913072819,2,6.0,,,,,,,,
DasBlinkinput_Das Blinkinput,Yes,608.2665664805825,16,16.34,No,,,,,,,,,,,
Dekada_dekada,Yes,378.7696833,0,4.44,Yes,370.8636370044146,0,5.0,,,,,,,,
Dekada_dekada_1210_example,Yes,382.348416,0,5.61,Yes,375.48373830998503,0,6.0,,,,,,,,
Dekada_dekada_TopoR_curves,Yes,378.7696833,0,4.42,Yes,370.8636370044146,0,5.0,,,,,,,,
DerKnopf_digi-pot,No,,,,No,,,,,,,,,,,
DerKnopf_led-ring,No,,,,No,,,,,,,,,,,
DerKnopf_power-supply,Yes,192.7217497,0,1.46,No,,,,,,,,,,,
DerKnopf_remote-control,Yes,121.4808692,0,1.09,No,,,,,,,,,,,
DiscoDanceFloorV1_BusTerminator,Yes,98.21526576,0,1.84,Yes,75.92388725667443,5,0.1,,,,,,,,
DiscoDanceFloorV1_DiscoDongle,Yes,442.6073167,3,58.62,No,,,,,,,,,,,
DoroidOscillo-Board_Android_Oscilloscope,No,,,,No,,,,,,,,,,,
DronPi_dronPi,No,,,,No,,,,,,,,,,,
DualLM317BenchSupply_DualLM317BenchSupply,Yes,1087.839751,0,6.62,Yes,1068.331816345769,1,19.0,,,,,,,,
DustSensorShield_DustSensorShield,Yes,498.3152233,3,3.19,Yes,480.43915234930193,12,42.0,,,,,,,,
E202VAR-Natural-Radio-Receiver_e202var-vlf-radio-receiver,Yes,939.9598236,0,5.92,No,,,,,,,,,,,
ESCPT_data,Yes,2117.9840900970007,21,456.83,No,,,,,,,,,,,
ESP-12-breakout_ESP12E-breakout,Yes,382.9447953,1,13.22,No,,,,,,,,,,,
ESP-Breakout_ESP-Breakout,Yes,371.2973003,13,9.04,No,,,,,,,,,,,
ESP07-Breakout_ESP07-Breakout,Yes,796.1554289,1,32.29,No,,,,,,,,,,,
ESP32-Module-Breakout_ESP32S-breakout,Yes,758.1542509,17,17.04,Yes,697.6858658878436,38,11.0,,,,,,,,
ESP32-board_esp32_board,No,,,,No,,,,,,,,,,,
ESP8266-MQTT-battery-monitor-hw_battery-monitor,Yes,650.7552746,13,30.13,Yes,544.8571728312535,38,42.0,,,,,,,,
ESP8266-WS2811-LEDs_ws2811controller_panels,Yes,163.4261525,2,3.92,Yes,157.66164491784252,8,1.0,,,,,,,,
ESPLux_Board,Yes,828.3721140206017,3,46.53,No,,,,,,,,,,,
ESP_BaPoTeSta_ESP_BaPoTeSta,Yes,791.3702617,12,63.49,No,,,,,,,,,,,
ESP_WiFiSwitch_WifiSwitch,Yes,354.3375981975093,0,3.31,Yes,296.0903137490658,8,2.0,,,,,,,,
ESP_nRF_Relay_Relay_WiFi_nRF24,Yes,719.52,1,7.85,No,,,,,,,,,,,
ESPglobe_ESPglobe,No,,,,No,,,,,,,,,,,
ESPkit-01_espkit-01,No,,,,No,,,,,,,,,,,
ESProto-One_ESProto,Yes,510.7303376,0,3.25,No,,,,,,,,,,,
EUC-VESC_electronics_BJT,No,,,,No,,,,,,,,,,,
EUC-VESC_electronics_sept,No,,,,No,,,,,,,,,,,
Eggbot-Spherebot-polargraph-Controller_eggbot-spherebot-polargraph-controller,Yes,1237.698448,3,14.31,Yes,1190.7792593278164,20,11.0,,,,,,,,
Electronics-MainBoard_MainBoard,Yes,2916.280314,17,513.97,No,,,,,,,,,,,
ElectronutLabs-ZeroDriver__autosave-zeroDriver,Yes,1080.5550539458059,35,1410.5800000000002,No,,,,,,,,,,,
EncoderBoard_Enc_Pan_Led,No,,,,No,,,,,,,,,,,
ErgodoneWithHole_ErgoDone,No,,,,No,,,,,,,,,,,
EtherCAT_shield_v1_EtherCAT_shield_v1,No,,,,No,,,,,,,,,,,
FMCW_RADAR_Radar MCU,Yes,1314.0644326011802,53,1747.46,No,,,,,,,,,,,
FMCW_RADAR_Radar RF,No,,,,No,,,,,,,,,,,
FMCW_RADAR_Radar v2,No,,,,No,,,,,,,,,,,
FRM16_Relay_Module_I2C_Controller_relay_controller,Yes,1469.4862804648728,8,22.73,Yes,1390.7844981883138,25,8.0,,,,,,,,
FT231X_breakout_FTDI_FT231XS-U_Breakout,Yes,428.1403553909088,5,10.22,No,,,,,,,,,,,
FaradayRF-Hardware_Faraday,Yes,2970.197391,75,7129.39,No,,,,,,,,,,,
FireMC_rados,No,,,,No,,,,,,,,,,,
FlashProgrammer_flash_programmer,Yes,1493.6415072791572,38,224.57,No,,,,,,,,,,,
FogDrive_attiny45,Yes,58.27521582,0,0.5,No,,,,,,,,,,,
FogDrive_attiny45_slim,Yes,51.76290797,0,0.45,No,,,,,,,,,,,
Fox-1-MPPT_TL1451_MPPT_Flight_Rev1,No,,,,No,,,,,,,,,,,
FreeSmartEEG__autosave-AD7779 for Intel Edison umdk,Yes,2549.826731321769,5,668.17,No,,,,,,,,,,,
Game-Boy-Zero-DMG-Controller-PCB-KiCad_Game-Boy-Zero-DMG-Controller-PCB,Yes,604.5879299,1,130.56,No,,,,,,,,,,,
HACK_hack,No,,,,No,,,,,,,,,,,
HES-V2__autosave-hes,Yes,453.223897,0,2.06,No,,,,,,,,,,,
HES-V2_hes,Yes,453.223897,0,1.26,No,,,,,,,,,,,
HIDIRT-for-STM32F103C8T6-DevBoard_STM32F103C8T6-DEV-BOARD-addon,Yes,421.3417179,0,2.07,Yes,405.75214804518225,1,6.0,,,,,,,,
HID_PID_controller,Yes,1011.0668322939442,8,124.30000000000001,No,,,,,,,,,,,
HW-AC-Emeter_ac-power-monitor,Yes,1128.501,17,41.83,Yes,1015.53762813079,46,57.0,,,,,,,,
HW-ESP8266_Roomba_ESP8266_Roomba,No,,,,No,,,,,,,,,,,
HW-ESP8266_Roomba_ESP8266_Roomba_panel_x_3,No,,,,No,,,,,,,,,,,
HY-AI7688H-RevA_HY-AI7688H,Yes,3178.322919,10,3993.71,No,,,,,,,,,,,
HamShield09_HamShield09,No,,,,No,,,,,,,,,,,
Hangul-Clock_Hangul,Yes,3292.179377,7,982.84,No,,,,,,,,,,,
Hardware-done-with-kicad_AVRlearn,Yes,394.113995,0,2.06,Yes,373.5644310234812,6,3.0,,,,,,,,
Hardware_Playground_BL_PCB_latest,Yes,1800.158634,6,284.44,Yes,1718.3030991055878,23,37.0,,,,,,,,
Hardware_Playground_E3_Pcb_rev0.3,No,,,,No,,,,,,,,,,,
Hardware_Playground_NRF52832_Touch_Switch_Power_Supply,Yes,678.9792836973809,5,78.12,No,,,,,,,,,,,
Hardware_Playground_Touch_Switch_1ch_PCB,Yes,648.7829257,21,132.51,Yes,685.4594961725558,94,103.0,,,,,,,,
Hardware_Playground_Touch_Switch_2ch_PCB,Yes,876.1415291849527,29,327.96,Yes,747.0159303112785,97,101.0,,,,,,,,
Hardware_Playground_buck_led_driver,Yes,85.97549082,2,2.06,No,,,,,,,,,,,
Hardware_Playground_esp8266_uno,Yes,1772.1186165573254,20,645.89,No,,,,,,,,,,,
Hardware_Playground_esp8266_uno_relay,Yes,580.3032984,0,31.94,No,,,,,,,,,,,
Hardware_Playground_heater_actuator_node,No,,,,No,,,,,,,,,,,
Hardware_Playground_hy_adapter,Yes,56.71616892817926,3,0.47,Yes,6.325483399593908,2,0.1,,,,,,,,
Hardware_Playground_led_strip_actuator_node,Yes,794.7570819146915,18,846.98,Yes,842.7826637758226,51,49.0,,,,,,,,
Hardware_Playground_leds_array,Yes,1135.602552,0,22.51,Yes,1127.2164102586044,5,27.0,,,,,,,,
Hardware_Playground_livolo_1_channel_1way_eu_switch,Yes,556.9486156,10,22.69,No,,,,,,,,,,,
Hardware_Playground_livolo_2_channels_1way_eu_switch,No,,,,Yes,774.7084505719415,72,11.0,,,,,,,,
Hardware_Playground_lm317_adj_supply,Yes,773.1712189,0,3.02,Yes,759.9811121955535,1,13.0,,,,,,,,
Hardware_Playground_minimal_node_rfm69w,Yes,620.119,24,59.1,Yes,591.4596640646088,55,7.0,,,,,,,,
Hardware_Playground_multisensor_cr123,No,,,,Yes,835.8435211603326,86,44.0,,,,,,,,
Hardware_Playground_multisensor_cr2032,No,,,,No,,,,,,,,,,,
Hardware_Playground_nrf52832_coin,No,,,,No,,,,,,,,,,,
Hardware_Playground_nrf52832_uno,Yes,1647.720625,19,420.39,Yes,1465.5888740022936,112,34.0,,,,,,,,
Hardware_Playground_nrf5x_coin,No,,,,No,,,,,,,,,,,
Hardware_Playground_orange_pi_zero_node,Yes,824.6263473,0,79.53,Yes,813.4205851000474,8,5.0,,,,,,,,
Hardware_Playground_pro_mini,Yes,531.7249971,0,40.36,Yes,539.2328943725088,30,14.0,,,,,,,,
Hardware_Playground_rfm69w_adapter,No,,,,No,,,,,,,,,,,
Hardware_Playground_rpi_zero,Yes,848.5355852409939,1,1060.18,Yes,792.8924489678441,10,7.0,,,,,,,,
Hardware_Playground_rpi_zero_ws2812,Yes,299.6714038,0,3.97,Yes,289.7841832749075,4,2.0,,,,,,,,
Hardware_Playground_samd51_micropython,No,,,,Yes,584.6777267958147,77,24.0,,,,,,,,
Hardware_Playground_sd_wav_pcm5100,No,,,,Yes,1235.9607767422528,105,239.0,,,,,,,,
Hardware_Playground_serial_gw_ATMEGA328P,No,,,,No,,,,,,,,,,,
Hardware_Playground_serial_gw_ATSAMD21E,No,,,,No,,,,,,,,,,,
Hardware_Playground_serial_gw_maple_mini,No,,,,Yes,850.9244665528952,7,10.0,,,,,,,,
Hardware_Playground_usb_shield,Yes,695.9853022,0,151.97,No,,,,,,,,,,,
Hardware_Playground_wifi_lights,Yes,620.3855852,2,7.06,No,,,,,,,,,,,
Hardware_Playground_ws281x_led_strip_controller,Yes,752.4367849413838,18,438.15999999999997,Yes,780.8286593323462,65,17.0,,,,,,,,
HaveSome_PCB_HaveSomePCB,Yes,79.11409813,1,3.03,Yes,87.75807858037439,2,0.1,,,,,,,,
Helium_helium_1-6,No,,,,No,,,,,,,,,,,
HellScribe_HellScribe,Yes,1487.102578,18,64.74,Yes,1447.4802089873758,45,23.0,,,,,,,,
HiFiAudioCodecModule_HiFiAudioCodecModule,Yes,347.69757131082764,4,20.47,No,,,,,,,,,,,
HillhacksLantern_LEDLantern,Yes,420.116103,0,3.16,Yes,394.57021090287935,2,3.0,,,,,,,,
Hornbill-ESP32-DEV_Hornbill Devboard,Yes,1089.0649910788543,45,578.1800000000001,No,,,,,,,,,,,
Hornbill-ESP32-Minima_Beacon32,No,,,,No,,,,,,,,,,,
Horticulture_Light_EQ_3-Band_3 channel led driver rev0.4,Yes,1331.0963674382992,20,2038.2900000000002,No,,,,,,,,,,,
Horticulture_Light_EQ_3-Band_light,No,,,,No,,,,,,,,,,,
Hypfer-RGB-W-LED-Controller_led_strip_controller,Yes,1132.105715,2,7.5,Yes,1094.8841641472159,11,19.0,,,,,,,,
I2CTempsensor_sensors,Yes,139.2291358,0,0.88,Yes,131.80961346990267,2,1.0,,,,,,,,
ID-FIX_scanConnect,Yes,50.38148403,0,0.45,Yes,54.10835984051205,0,0.1,,,,,,,,
IGN01A_IGN01A,Yes,692.3739167601177,1,24.21,Yes,604.1827933652606,19,5.0,,,,,,,,
IR-Transponder-ATTiny85-v2_Transponder_v2,Yes,135.9246517,0,3.01,Yes,121.6890176571681,3,0.1,,,,,,,,
ISO-port_ch340-usb-serial-isolated,Yes,694.2854095226777,3,44.89,Yes,594.9012109530573,32,17.0,,,,,,,,
Inhibition_amplifier,Yes,2365.057721,1,77.44,No,,,,,,,,,,,
Inhibition_amplifier.kicad_pcb-CNC version (with some problems),No,,,,No,,,,,,,,,,,
Inkjet_InkjetBreakout,Yes,262.9934603,3,2.27,Yes,241.99205160428667,6,2.0,,,,,,,,
Inkjet_InkjetDriver,Yes,1164.066885,18,39.87,Yes,1093.76269576794,39,10.0,,,,,,,,
Inkjet_PiezoDriver,No,,,,Yes,250.11153912588887,7,43.0,,,,,,,,
Inkjet__autosave-InkjetDriver,Yes,1164.066885,18,42.66,Yes,1093.76269576794,39,9.0,,,,,,,,
JLink-SWD_JLink-SWD,Yes,312.5171629,2,8.47,No,,,,,,,,,,,
JavierIH_kameshield,Yes,232.2542,0,2.404,No,,,,No,,,,Yes,299.4406,0,N/A
KOS01_IdealDiode20A_ideal_diode,Yes,222.3999511,1,7.54,No,,,,,,,,,,,
Kefersender_UKW TX,No,,,,No,,,,,,,,,,,
Keyboard_PCB_Keyboard,Yes,11938.151512851506,42,2963.0299999999997,No,,,,,,,,,,,
Keyboard_tenkey,No,,,,No,,,,,,,,,,,
KiCad-LTC6802-2_main,Yes,442.8895183,0,2.09,No,,,,,,,,,,,
KiCad-Library_Teensy_test_layout,No,,,,No,,,,,,,,,,,
KiCad-Like-a-Pro-Tutorial_proj2-sevensegment,No,,,,Yes,331.4712272357046,4,3.0,,,,,,,,
KiCad-Like-a-Pro-Tutorial_rf24-breakout-v1,Yes,182.0516391,0,1.14,Yes,176.49180809371353,3,1.0,,,,,,,,
KiwiSDR_PCB_ant,No,,,,Yes,953.1637883738858,41,227.0,,,,,,,,
KiwiSDR_PCB_kiwi,No,,,,No,,,,,,,,,,,
KosselHotendBoard_KosselHotendPCB,Yes,201.1059941,0,1.15,Yes,202.9174544801515,5,1.0,,,,,,,,
L6235-PCB_L6235,Yes,685.1926251,0,3.24,Yes,677.0488716311679,5,9.0,,,,,,,,
LAUNCHXL-F28027-isolation-PCB_project1,Yes,180.0341403,0,2.04,Yes,179.8116912454315,4,1.0,,,,,,,,
LED-Square_PT4115_LED-Square_PT4115,Yes,415.5431446,2,16.24,No,,,,,,,,,,,
LED-grid-8x8_LED grid 8x8,Yes,815.1582106026354,0,2.67,No,,,,,,,,,,,
LED-strip_PWM_LED-strip_PWM,Yes,201.2196074,4,10.54,Yes,175.99400090616473,15,1.0,,,,,,,,
LED_Clock_AM_led_clock,Yes,2430.081021225314,26,718.79,No,,,,,,,,,,,
LED_port-status_LED_port-status,No,,,,No,,,,,,,,,,,
LED_port-status_LED_port-status-CA,Yes,89.64983324,8,3.85,Yes,85.08942215957316,8,0.1,,,,,,,,
LED_port-status_LED_port-status-CA-CC-combo,Yes,96.46777047,8,2.63,Yes,85.08942557378761,8,0.1,,,,,,,,
LMS6002-Pmod_LMS6002-Pmod,Yes,2235.0983380852804,41,1612.6499999999999,No,,,,,,,,,,,
LPC2148_Stick_LPC2148_stick,No,,,,No,,,,,,,,,,,
LPC2148_Stick__autosave-LPC2148_stick,Yes,4377.198612956837,57,4827.429999999999,No,,,,,,,,,,,
LSU_4-9_O2_Sensor_Controller_LO2SC,Yes,721.5543002,20,98.4,No,,,,,,,,,,,
LT3652EvalBoard_LT3652EvalBoard,Yes,623.571,0,10.49,Yes,544.0224983092332,16,4.0,,,,,,,,
LVDS2TMDS_LVDS2TMDS,Yes,356.6519798694337,10,3.76,No,,,,,,,,,,,
LadyBugShield_LBS-TEST1,Yes,412.05257,2,10.68,Yes,360.78582403848327,22,3.0,,,,,,,,
LadyBugShield_LadyBugShield,No,,,,Yes,982.1592978814043,56,150.0,,,,,,,,
LadybugLiteBlue_HW_LadybugBlueLite,Yes,1036.3521820557833,13,195.2,No,,,,,,,,,,,
LargeWordClock_LargeKickstarter,No,,,,Yes,45457.68143479175,2164,9374.0,,,,,,,,
LaundryMeasure_ac-ac,Yes,46.98565741,0,0.32,Yes,45.553080262647676,0,0.1,,,,,,,,
LeeChee_1800,No,,,,Yes,17955.91102855532,586,1409.0,,,,,,,,
LiFePO4-Charge-Controller_LiFePO4-Charge-Controller,Yes,845.7168767,0,25.04,Yes,738.3088638549305,16,41.0,,,,,,,,
LiPoSensor_lipo_sensor,Yes,483.28805561633243,15,41.92,Yes,384.2829520986155,39,2.0,,,,,,,,
LibreSolar_MPPT_charger_20A,No,,,,No,,,,No,,,,Yes,3983.277,408,N/A
Librecalc-Hardware__autosave-calculator,No,,,,No,,,,,,,,,,,
LimitSwitchesPlugin_LimitSwitchesPlugin,Yes,703.605,2,22.87,Yes,714.5004351834136,9,57.0,,,,,,,,
LizardBoard_lizard,Yes,240.7394,4,7.98,No,,,,,,,,,,,
LoLin_Designs_LoLin,Yes,219.1748662,0,0.93,Yes,212.5451321835254,1,2.0,,,,,,,,
LoRaCatKitty_NodeLoRaGroveKitty,No,,,,No,,,,,,,,,,,
LoRaCatTrack_GPSLoRa,Yes,1276.718267,5,38.9,No,,,,,,,,,,,
LoRaPP_loramod,Yes,691.9062529,16,217.01,No,,,,,,,,,,,
LoRaWAN_GPS_MINI-ULTRA-PRO,Yes,1324.735066,55,1462.97,No,,,,,,,,,,,
LoRaWAN_GPS_lorawan_gps,No,,,,No,,,,,,,,,,,
LogicBoxen_LogicBoxen,Yes,976.9820387843756,34,72.69,Yes,896.5045226074441,82,8.0,,,,,,,,
LongPixel_AnalogDriverMini,Yes,367.21975761322614,0,6.82,No,,,,,,,,,,,
LoraWAN-Stick_LoraWAN-Stick,Yes,1528.999141917442,33,116.28,No,,,,,,,,,,,
LoraWAN-Stick_LoraWAN_Header_Backwards,Yes,1813.9643681901712,28,659.0799999999999,No,,,,,,,,,,,
